"","item_id","category","price","sellable_online","other_colors","depth","height","width"
"78",29297294,"Tables & desks",889,TRUE,"No",NA,NA,75
"79",19257076,"Sofas & armchairs",4040,TRUE,"Yes",98,102,208
"80",89286805,"Tables & desks",1000,TRUE,"Yes",45,61,41
"81",19385677,"Wardrobes",2505,TRUE,"Yes",58,236,150
"82",39303968,"Bookcases & shelving units",565,TRUE,"No",55,190,85
"83",49303958,"Bookcases & shelving units",1545,TRUE,"No",40,190,254
"84",9221016,"Outdoor furniture",295,TRUE,"No",NA,NA,NA
"85",99323614,"Nursery furniture",370,TRUE,"No",40,91,60
"86",89149936,"Sofas & armchairs",1645,TRUE,"Yes",100,87,142
"87",39214298,"Tables & desks",490,TRUE,"Yes",NA,74,60
"88",40322862,"Bookcases & shelving units",80,TRUE,"No",15,NA,81
"89",70353734,"Tables & desks",51,TRUE,"Yes",NA,NA,60
"90",40411047,"Outdoor furniture",45,TRUE,"No",NA,NA,62
"91",9252673,"Nursery furniture",415,TRUE,"Yes",50,64,60
"92",90339742,"Outdoor furniture",255,TRUE,"No",NA,45,NA
"93",50466275,"Children's furniture",15,FALSE,"No",30,23,42
"94",19286521,"Cabinets & cupboards",1123,TRUE,"Yes",35,212,70
"95",59324385,"Wardrobes",3113,TRUE,"No",42,241,420
"96",99180573,"Wardrobes",2170,TRUE,"No",66,236,150
"97",20394317,"Sofas & armchairs",172,TRUE,"Yes",NA,NA,NA
"98",90295253,"TV & media furniture",1395,TRUE,"Yes",47,60,160
"99",70306243,"Sofas & armchairs",195,TRUE,"Yes",NA,NA,NA
"100",70290459,"Tables & desks",345,TRUE,"No",42,77,70
"101",10430033,"Sofas & armchairs",100,TRUE,"Yes",NA,NA,NA
"102",39305873,"Wardrobes",3905,TRUE,"No",66,236,200
"103",79301788,"Sideboards, buffets & console tables",1820,TRUE,"Yes",42,240,120
"104",29252912,"Nursery furniture",830,TRUE,"Yes",50,192,60
"105",49054015,"Outdoor furniture",384,TRUE,"No",62,158,80
"106",39305161,"Tables & desks",2675,TRUE,"No",NA,NA,95
"107",30439457,"Chests of drawers & drawer units",295,TRUE,"No",49,70,46
"108",40206476,"Bookcases & shelving units",395,TRUE,"Yes",40,80,80
"109",30396797,"Sofas & armchairs",495,TRUE,"Yes",NA,NA,NA
"110",40390766,"Cabinets & cupboards",45.5,TRUE,"No",38,10,NA
"111",70305700,"Beds",795,TRUE,"No",NA,NA,90
"112",90415199,"Cabinets & cupboards",100,TRUE,"Yes",37,12,121
"113",90320097,"Chairs",795,TRUE,"No",81,86,80
"114",29255152,"Sofas & armchairs",1025,TRUE,"Yes",NA,NA,NA
"115",20255321,"Tables & desks",545,TRUE,"Yes",NA,NA,60
"116",80322860,"Bookcases & shelving units",70,TRUE,"No",15,NA,61
"117",20403562,"Chests of drawers & drawer units",295,TRUE,"Yes",48,78,80
"118",70399020,"Tables & desks",159,TRUE,"No",NA,55,45
"119",19291650,"Bookcases & shelving units",1265,TRUE,"No",37,161,171
"120",90399284,"Trolleys",1995,TRUE,"No",NA,92,63
"121",60192826,"Tables & desks",275,TRUE,"No",58,70,36
"122",80263832,"Bookcases & shelving units",95,TRUE,"Yes",28,106,40
"123",39213915,"Tables & desks",1540,TRUE,"No",NA,73,75
"124",19266033,"Cabinets & cupboards",2645,TRUE,"Yes",37,134,283
"125",20303751,"Sofas & armchairs",80,TRUE,"No",NA,18,NA
"126",50434307,"Tables & desks",275,TRUE,"No",NA,66,50
"127",49298594,"Bookcases & shelving units",990,TRUE,"Yes",42,39,180
"128",9188842,"Bookcases & shelving units",414,TRUE,"Yes",35,120,105
"129",10279860,"Bookcases & shelving units",200,TRUE,"Yes",NA,192,40
"130",79241940,"Bar furniture",1385,TRUE,"No",NA,104,74
"131",90328668,"Cabinets & cupboards",99,TRUE,"Yes",35,35,35
"132",80428927,"Sofas & armchairs",350,TRUE,"Yes",NA,NA,NA
"133",60289319,"Sofas & armchairs",100,TRUE,"No",NA,18,NA
"134",90332458,"Beds",175,TRUE,"No",NA,68,97
"135",59135653,"Sofas & armchairs",175,TRUE,"Yes",6,53,82
"136",30366286,"Tables & desks",545,TRUE,"Yes",NA,NA,110
"137",89010699,"Tables & desks",245,TRUE,"No",NA,74,67
"138",29297227,"Bar furniture",1340,TRUE,"No",NA,NA,NA
"139",90420332,"Bar furniture",265,TRUE,"No",NA,99,51
"140",20312326,"Outdoor furniture",785,TRUE,"No",NA,47,70
"141",29193692,"Sofas & armchairs",6545,TRUE,"Yes",163,83,387
"142",29286728,"Bookcases & shelving units",1830,TRUE,"Yes",35,210,210
"143",60295532,"Bookcases & shelving units",30,TRUE,"No",36,NA,56
"144",9287413,"Bookcases & shelving units",470,TRUE,"Yes",30,202,40
"145",49133579,"Bookcases & shelving units",365,TRUE,"No",30,124,89
"146",9252197,"Chairs",3225,TRUE,"No",NA,74,87
"147",10351511,"Cabinets & cupboards",60,TRUE,"Yes",40,15,60
"148",40433902,"Beds",480,TRUE,"No",NA,20,80
"149",9219278,"Outdoor furniture",1668,TRUE,"Yes",80,89,160
"150",60409294,"Bookcases & shelving units",225,TRUE,"No",35,81,80
"151",40344449,"Tables & desks",87,TRUE,"No",30,45,48
"152",80341019,"Chairs",225,TRUE,"No",51,95,43
"153",40033763,"Bookcases & shelving units",295,TRUE,"No",30,83,80
"154",70243873,"Trolleys",195,TRUE,"No",NA,77,48
"155",30333286,"Trolleys",645,TRUE,"No",NA,88,55
"156",9241420,"Beds",2290,TRUE,"Yes",51,16,240
"157",39207716,"Children's furniture",255,TRUE,"Yes",56,NA,58
"158",90392046,"Chests of drawers & drawer units",445,TRUE,"No",46,124,78
"159",39230712,"Bookcases & shelving units",700,TRUE,"No",28,237,120
"160",50282177,"Bookcases & shelving units",19,TRUE,"Yes",26,5,NA
"161",29286399,"Bookcases & shelving units",661,TRUE,"Yes",35,70,175
"162",50456417,"Beds",75,FALSE,"Yes",NA,40,90
"163",59252190,"Chairs",2165,TRUE,"No",NA,NA,NA
"164",10192824,"Chests of drawers & drawer units",345,TRUE,"Yes",58,70,36
"165",29248538,"Bookcases & shelving units",1013,TRUE,"No",50,NA,139
"166",40417695,"Sofas & armchairs",300,TRUE,"Yes",13,84,80
"167",99304762,"Chairs",1195,TRUE,"No",NA,NA,80
"168",9305087,"Chests of drawers & drawer units",135,TRUE,"No",51,70,25
"169",90218561,"Bookcases & shelving units",29,TRUE,"No",38,NA,60
"170",89284689,"Tables & desks",1850,TRUE,"Yes",NA,73,140
"171",49287618,"Wardrobes",1760,TRUE,"No",60,236,150
"172",40347508,"Bookcases & shelving units",22,TRUE,"Yes",NA,NA,NA
"173",80360951,"Cabinets & cupboards",1495,TRUE,"No",45,140,120
"174",59337670,"Chairs",95,TRUE,"No",56,NA,56
"175",20348896,"Cabinets & cupboards",49,TRUE,"No",NA,NA,25
"176",69276256,"Chairs",4265,TRUE,"No",NA,74,100
"177",30213076,"Children's furniture",175,TRUE,"Yes",50,75,73
"178",49221321,"Chairs",2765,TRUE,"No",NA,NA,NA
"179",60424586,"Outdoor furniture",495,TRUE,"No",82,53,18
"180",30439565,"Cabinets & cupboards",595,TRUE,"No",48,123,100
"181",10388661,"Cabinets & cupboards",80,TRUE,"Yes",37,12,81
"182",30128629,"Children's furniture",175,TRUE,"No",50,50,90
"183",90365180,"Tables & desks",149,TRUE,"No",NA,48,NA
"184",89030584,"Bookcases & shelving units",555,TRUE,"Yes",39,147,147
"185",39305260,"TV & media furniture",405,TRUE,"No",42,54,160
"186",60344453,"Chairs",57,TRUE,"No",32,25,40
"187",49256594,"Sofas & armchairs",4100,TRUE,"No",164,104,258
"188",19248015,"Chests of drawers & drawer units",1580,TRUE,"No",47,99,160
"189",9252593,"Children's furniture",345,TRUE,"No",61,87,56
"190",79279396,"Sofas & armchairs",320,TRUE,"Yes",13,4,100
"191",90344507,"Sofas & armchairs",516,TRUE,"Yes",NA,42,50
"192",89010699,"Chairs",245,TRUE,"No",NA,74,67
"193",79278919,"Sofas & armchairs",1015,TRUE,"Yes",NA,NA,NA
"194",60293566,"Cabinets & cupboards",35,TRUE,"Yes",44,100,44
"195",30439725,"Cabinets & cupboards",1295,TRUE,"No",42,214,96
"196",40104109,"Bookcases & shelving units",20,TRUE,"No",NA,NA,NA
"197",60239715,"TV & media furniture",1695,TRUE,"No",40,50,160
"198",59214216,"Tables & desks",415,TRUE,"Yes",NA,74,60
"199",99246588,"Wardrobes",1055,TRUE,"No",38,236,100
"200",20396420,"Chairs",995,TRUE,"No",71,NA,71
"201",49022519,"Tables & desks",2645,TRUE,"Yes",NA,NA,80
"202",59328897,"Wardrobes",1835,TRUE,"No",38,236,200
"203",10395807,"Chairs",29,TRUE,"No",38,NA,38
"204",19009562,"Beds",545,TRUE,"Yes",NA,NA,105
"205",9139724,"Sideboards, buffets & console tables",890,TRUE,"Yes",40,74,180
"206",49335515,"Tables & desks",285,TRUE,"Yes",NA,NA,60
"207",20415206,"TV & media furniture",995,TRUE,"Yes",47,62,160
"208",69155853,"Bookcases & shelving units",1510,TRUE,"Yes",28,237,280
"209",10413137,"Chairs",595,TRUE,"Yes",56,85,58
"210",50461230,"Beds",595,TRUE,"No",NA,79,66
"211",69276633,"Chests of drawers & drawer units",1320,TRUE,"Yes",47,99,120
"212",10245846,"TV & media furniture",225,TRUE,"Yes",40,64,120
"213",50322239,"Tables & desks",195,TRUE,"No",NA,42,NA
"214",50178411,"Tables & desks",135,TRUE,"No",NA,NA,NA
"215",40245840,"Cabinets & cupboards",195,TRUE,"Yes",40,128,60
"216",59248626,"Wardrobes",3493,TRUE,"No",61,281,240
"217",70364290,"Bookcases & shelving units",19,TRUE,"No",NA,15,13
"218",49306315,"Wardrobes",3222,TRUE,"No",66,236,150
"219",29304204,"Chairs",195,TRUE,"No",52,82,52
"220",70388620,"Cabinets & cupboards",995,TRUE,"Yes",47,89,121
"221",20365188,"Bookcases & shelving units",575,TRUE,"Yes",45,120,80
"222",19175957,"Beds",920,TRUE,"Yes",59,15,196
"223",89240761,"Sofas & armchairs",2295,TRUE,"Yes",99,96,230
"224",59133593,"Tables & desks",270,TRUE,"Yes",NA,74,120
"225",80311833,"Outdoor furniture",195,TRUE,"No",NA,71,NA
"226",59305042,"Tables & desks",1875,TRUE,"No",NA,74,78
"227",80403516,"Chairs",595,TRUE,"No",58,89,49
"228",49248189,"Sofas & armchairs",585,TRUE,"Yes",85,71,67
"229",9306435,"Beds",1445,TRUE,"Yes",97,90,200
"230",10364066,"Cabinets & cupboards",31.5,TRUE,"Yes",NA,38,60
"231",69017833,"Bookcases & shelving units",1770,TRUE,"Yes",30,237,160
"232",60403881,"Tables & desks",600,TRUE,"No",NA,NA,80
"233",9302908,"Bookcases & shelving units",588,TRUE,"No",50,179,89
"234",19331439,"Wardrobes",5965,TRUE,"No",58,236,375
"235",30446373,"Beds",595,TRUE,"Yes",NA,NA,144
"236",79000686,"Tables & desks",275,TRUE,"No",NA,74,75
"237",50444306,"Tables & desks",299,TRUE,"No",NA,75,74
"238",9218189,"Sofas & armchairs",1615,TRUE,"Yes",NA,NA,NA
"239",79278250,"Bookcases & shelving units",595,TRUE,"Yes",39,112,147
"240",69161203,"Chairs",1215,TRUE,"No",NA,75,78
"241",59252190,"Tables & desks",2165,TRUE,"No",NA,NA,NA
"242",29299165,"Bookcases & shelving units",925,TRUE,"Yes",42,38,180
"243",49325286,"Wardrobes",502,TRUE,"No",NA,NA,NA
"244",59266074,"Beds",7873,TRUE,"No",164,102,298
"245",60384335,"Chairs",95,TRUE,"No",NA,NA,NA
"246",79288032,"Tables & desks",5465,TRUE,"No",NA,NA,100
"247",80351819,"Outdoor furniture",149,TRUE,"No",62,NA,62
"248",50397913,"Chests of drawers & drawer units",595,TRUE,"Yes",47,61,42
"249",50219044,"Tables & desks",1095,TRUE,"No",74,146,NA
"250",30352246,"Chairs",175,TRUE,"No",44,63,44
"251",19326428,"Beds",520,FALSE,"No",NA,NA,91
"252",79265945,"Sideboards, buffets & console tables",1950,TRUE,"Yes",37,134,162
"253",59248377,"Bookcases & shelving units",795,TRUE,"No",30,226,259
"254",60136680,"Tables & desks",475,TRUE,"No",NA,48,NA
"255",19252856,"Wardrobes",675,TRUE,"Yes",50,192,60
"256",70297658,"Tables & desks",545,TRUE,"No",NA,50,50
"257",60278306,"Tables & desks",2275,TRUE,"Yes",NA,NA,80
"258",10198604,"Chairs",2600,TRUE,"No",163,83,90
"259",165213,"Children's furniture",225,TRUE,"No",48,79,45
"260",40217069,"Tables & desks",1445,TRUE,"Yes",NA,74,NA
"261",295554,"Cabinets & cupboards",25,TRUE,"Yes",36,NA,56
"262",80270125,"Tables & desks",299,TRUE,"No",NA,51,39
"263",29306302,"Wardrobes",3115,TRUE,"No",66,236,150
"264",10291678,"TV & media furniture",45,TRUE,"Yes",NA,26,60
"265",20278167,"Bookcases & shelving units",50,TRUE,"Yes",37,33,33
"266",89294532,"Bookcases & shelving units",790,TRUE,"No",36,175,200
"267",40466389,"Chairs",945,TRUE,"Yes",84,96,66
"268",10330811,"Chairs",110,TRUE,"No",37,40,35
"269",29301762,"Cabinets & cupboards",1045,TRUE,"Yes",42,202,120
"270",10423589,"Chairs",1345,TRUE,"Yes",85,108,80
"271",39298778,"Sofas & armchairs",4305,TRUE,"Yes",98,83,261
"272",29221652,"Wardrobes",5260,TRUE,"No",60,236,300
"273",411087,"Outdoor furniture",39,TRUE,"Yes",44,NA,44
"274",39229940,"Tables & desks",575,TRUE,"No",NA,74,75
"275",30351044,"Sofas & armchairs",515,TRUE,"Yes",NA,NA,NA
"276",80261258,"TV & media furniture",25,TRUE,"No",NA,NA,NA
"277",39180830,"Nursery furniture",825,TRUE,"No",79,102,90
"278",30371240,"Tables & desks",395,TRUE,"No",NA,75,NA
"279",10421665,"Chests of drawers & drawer units",636,TRUE,"No",44,50,159
"280",69301717,"Cabinets & cupboards",1305,TRUE,"Yes",42,64,180
"281",9240779,"Tables & desks",2725,TRUE,"No",NA,74,87
"282",49267286,"Outdoor furniture",3925,TRUE,"No",94,90,326
"283",90200269,"Chairs",125,TRUE,"No",28,29,23
"284",20293592,"TV & media furniture",40,TRUE,"Yes",100,100,100
"285",89329560,"Wardrobes",4390,TRUE,"No",38,236,200
"286",99323925,"Bar furniture",550,TRUE,"No",NA,104,70
"287",90388978,"Tables & desks",395,TRUE,"No",39,7,60
"288",59902658,"Bookcases & shelving units",620,TRUE,"No",36,175,151
"289",347888,"Cabinets & cupboards",25,TRUE,"No",11,NA,33
"290",69331012,"Tables & desks",265,TRUE,"Yes",NA,74,75
"291",30105901,"Sofas & armchairs",785,TRUE,"Yes",NA,7,56
"292",10460888,"Children's furniture",495,TRUE,"No",50,187,80
"293",30285153,"TV & media furniture",695,TRUE,"Yes",39,147,183
"294",10318159,"Bookcases & shelving units",25,TRUE,"No",30,NA,42
"295",29203115,"TV & media furniture",1824.5,TRUE,"Yes",40,192,180
"296",49280749,"Bookcases & shelving units",1790,TRUE,"Yes",30,237,160
"297",99287550,"Beds",2195,TRUE,"No",NA,99,164
"298",59291403,"TV & media furniture",2358,TRUE,"No",42,251,220
"299",29046583,"Tables & desks",6028,TRUE,"No",120,NA,NA
"300",70264460,"Outdoor furniture",149,TRUE,"No",NA,NA,47
"301",39181245,"Sofas & armchairs",245,TRUE,"Yes",54,39,68
"302",9241509,"Outdoor furniture",1238,TRUE,"Yes",82,87,98
"303",69020473,"Cabinets & cupboards",2295,TRUE,"Yes",30,237,200
"304",69214145,"Tables & desks",2285,TRUE,"No",NA,73,60
"305",79286033,"Chairs",579,TRUE,"No",NA,NA,NA
"306",80433486,"Chests of drawers & drawer units",295,TRUE,"No",40,64,60
"307",79161617,"Wardrobes",2176,TRUE,"No",50,NA,218
"308",40277143,"Bookcases & shelving units",125,TRUE,"Yes",17,202,20
"309",40354221,"Chairs",34,TRUE,"No",55,NA,52
"310",79151312,"Sofas & armchairs",890,TRUE,"Yes",99,83,93
"311",60348917,"Sofas & armchairs",795,TRUE,"Yes",NA,NA,NA
"312",39283003,"Bookcases & shelving units",855,TRUE,"No",40,190,85
"313",19303380,"Wardrobes",1870,TRUE,"No",44,236,150
"314",49251983,"Sofas & armchairs",2975,TRUE,"No",94,90,245
"315",29252912,"Children's furniture",830,TRUE,"Yes",50,192,60
"316",39252756,"Nursery furniture",425,TRUE,"Yes",50,128,60
"317",89317557,"Bookcases & shelving units",570,TRUE,"No",37,161,80
"318",19289925,"Sofas & armchairs",1800,TRUE,"Yes",NA,NA,NA
"319",79248668,"Cabinets & cupboards",297,TRUE,"No",35,70,105
"320",89256511,"Sofas & armchairs",1260,TRUE,"Yes",NA,NA,NA
"321",59151271,"Beds",1175,TRUE,"No",NA,186,97
"322",90428984,"Café furniture",395,TRUE,"No",NA,74,74
"323",89301127,"TV & media furniture",1150,TRUE,"No",42,193,60
"324",89315153,"Wardrobes",1970,TRUE,"No",55,216,245
"325",39213576,"Tables & desks",1035,TRUE,"Yes",NA,71,73
"326",40340762,"Chairs",395,TRUE,"No",NA,45,36
"327",19191896,"Bookcases & shelving units",2930,TRUE,"Yes",NA,211,300
"328",29259838,"Chairs",4745,TRUE,"No",NA,74,100
"329",90091454,"Nursery furniture",30,TRUE,"No",NA,NA,30
"330",40348923,"Tables & desks",995,TRUE,"No",NA,74,90
"331",30353745,"Tables & desks",345,TRUE,"No",NA,NA,73
"332",99222257,"Tables & desks",465,TRUE,"No",NA,74,60
"333",79276425,"Wardrobes",4215,TRUE,"No",60,236,200
"334",60265163,"Chairs",22,TRUE,"Yes",35,NA,44
"335",60365855,"Chests of drawers & drawer units",320,TRUE,"No",47,45,80
"336",99127608,"Wardrobes",1960,TRUE,"Yes",60,201,150
"337",70330813,"Nursery furniture",55,TRUE,"No",42,NA,44
"338",39240787,"Chairs",425,TRUE,"Yes",82,100,68
"339",80251513,"Outdoor furniture",339,TRUE,"No",NA,129,119
"340",89297130,"Bookcases & shelving units",115,TRUE,"No",51,70,25
"341",69214230,"Tables & desks",385,TRUE,"Yes",NA,74,60
"342",20312492,"Bookcases & shelving units",15,TRUE,"No",NA,18,30
"343",450347,"Bookcases & shelving units",345,TRUE,"No",35,81,80
"344",49305165,"Chairs",2395,TRUE,"No",NA,NA,95
"345",69284987,"Cabinets & cupboards",420,TRUE,"Yes",40,202,60
"346",70161320,"Tables & desks",225,TRUE,"No",NA,50,50
"347",59279585,"Nursery furniture",375,TRUE,"Yes",50,64,60
"348",70391038,"Bookcases & shelving units",695,TRUE,"Yes",37,212,61
"349",59278307,"Bookcases & shelving units",500,TRUE,"Yes",39,147,77
"350",40351246,"Bookcases & shelving units",60,TRUE,"Yes",40,15,60
"351",9017826,"Bookcases & shelving units",345,TRUE,"Yes",28,106,240
"352",20245964,"Bookcases & shelving units",135,TRUE,"Yes",40,64,60
"353",386097,"Sofas & armchairs",200,TRUE,"No",NA,36,22
"354",9279026,"Chairs",645,TRUE,"Yes",67,96,60
"355",60306494,"Children's furniture",125,TRUE,"No",17,60,64
"356",9285683,"Bookcases & shelving units",726,TRUE,"No",50,179,174
"357",50365177,"Tables & desks",129,TRUE,"No",NA,48,55
"358",69248348,"Bookcases & shelving units",350,TRUE,"No",30,124,174
"359",69306277,"Chairs",979,TRUE,"No",NA,75,74
"360",30419973,"Bookcases & shelving units",75,TRUE,"Yes",51,70,25
"361",9149879,"Beds",1160,TRUE,"Yes",100,45,80
"362",59330112,"Wardrobes",1940,TRUE,"No",44,236,150
"363",29239497,"Chests of drawers & drawer units",920,TRUE,"No",47,54,120
"364",80336466,"Outdoor furniture",175,TRUE,"No",NA,44,NA
"365",70336674,"Chairs",70,TRUE,"No",NA,NA,NA
"366",30248537,"Beds",295,TRUE,"No",NA,80,66
"367",59303477,"Bookcases & shelving units",2275,TRUE,"No",30,226,344
"368",50323597,"Bookcases & shelving units",35,TRUE,"No",NA,NA,NA
"369",70441566,"Bookcases & shelving units",225,TRUE,"No",NA,64,60
"370",99129004,"Tables & desks",450,TRUE,"Yes",58,NA,128
"371",90404879,"Chairs",149,TRUE,"No",44,103,52
"372",39297236,"Tables & desks",1636,TRUE,"No",NA,NA,74
"373",29912767,"Bookcases & shelving units",528.2,TRUE,"No",40,84,190
"374",69208026,"Bookcases & shelving units",1725,TRUE,"Yes",42,112,180
"375",40455654,"Chairs",695,TRUE,"Yes",58,101,70
"376",60261184,"Tables & desks",895,TRUE,"No",NA,52,80
"377",60240035,"Outdoor furniture",149,TRUE,"No",NA,73,60
"378",19131652,"Chairs",3665,TRUE,"No",NA,74,100
"379",408297,"Bookcases & shelving units",45,TRUE,"No",NA,32,36
"380",49252119,"Chairs",1295,TRUE,"Yes",68,110,68
"381",59241597,"Sofas & armchairs",1280,TRUE,"Yes",157,85,80
"382",80221352,"Tables & desks",159,TRUE,"No",36,74,100
"383",30299070,"Tables & desks",745,TRUE,"No",45,74,118
"384",9303941,"Wardrobes",1545,TRUE,"No",38,236,100
"385",397736,"Bar furniture",395,TRUE,"No",47,103,46
"386",90269697,"Wardrobes",1095,TRUE,"No",50,171,80
"387",90333938,"Bookcases & shelving units",250,TRUE,"Yes",35,70,35
"388",19246097,"Chairs",3075,TRUE,"No",NA,NA,NA
"389",10308693,"Nursery furniture",195,TRUE,"No",30,91,44
"390",39297156,"Café furniture",1140,TRUE,"No",NA,NA,NA
"391",90175000,"Chairs",19,TRUE,"No",40,NA,NA
"392",30247378,"TV & media furniture",125,TRUE,"Yes",40,38,60
"393",59252637,"Children's furniture",395,TRUE,"Yes",50,50,90
"394",29304765,"Chairs",3345,TRUE,"No",NA,NA,105
"395",89217727,"Cabinets & cupboards",1735,TRUE,"Yes",30,237,120
"396",29128357,"Wardrobes",2770,TRUE,"Yes",58,201,300
"397",19297138,"Chests of drawers & drawer units",200,TRUE,"No",51,104,50
"398",9294526,"Bookcases & shelving units",490,TRUE,"No",36,93,200
"399",29324320,"Wardrobes",1606,TRUE,"No",42,241,140
"400",99251966,"Sofas & armchairs",3120,TRUE,"No",94,90,260
"401",39053931,"Outdoor furniture",1445,TRUE,"No",NA,NA,NA
"402",60444259,"Tables & desks",299,TRUE,"No",NA,75,74
"403",90446619,"Trolleys",49,TRUE,"No",NA,NA,30
"404",29228470,"Nursery furniture",365,TRUE,"Yes",44,56,99
"405",80308675,"Chairs",210,TRUE,"No",69,38,69
"406",9184448,"Bookcases & shelving units",620,TRUE,"No",35,176,86
"407",29304826,"Tables & desks",695,TRUE,"No",NA,105,70
"408",19252168,"Chairs",499,TRUE,"No",NA,72,75
