"","item_id","category","price","sellable_online","other_colors","depth","height","width"
"401",39284677,"Tables & desks",2480,TRUE,"Yes",NA,73,140
"402",70247381,"Cabinets & cupboards",135,TRUE,"Yes",40,64,60
"403",20382786,"Sofas & armchairs",90,TRUE,"Yes",NA,NA,NA
"404",90412450,"Chairs",39,TRUE,"Yes",42,NA,43
"405",10412171,"Tables & desks",2395,TRUE,"No",NA,124,70
"406",90336550,"Outdoor furniture",9,TRUE,"No",NA,NA,NA
"407",50171122,"Children's furniture",125,TRUE,"No",21,30,99
"408",80281416,"Tables & desks",300,TRUE,"No",NA,NA,78
"409",9208029,"TV & media furniture",1650,TRUE,"Yes",42,112,180
"410",89256605,"Sofas & armchairs",5700,TRUE,"No",164,104,339
"411",89280380,"Café furniture",1385,TRUE,"No",NA,104,74
"412",90339412,"Chairs",350,TRUE,"Yes",65,NA,NA
"413",49248033,"Chests of drawers & drawer units",960,TRUE,"Yes",47,76,120
"414",29306217,"Wardrobes",3055,TRUE,"No",66,236,150
"415",89228472,"Nursery furniture",350,TRUE,"Yes",44,56,99
"416",10248519,"Beds",595,TRUE,"No",NA,80,66
"417",393371,"Trolleys",995,TRUE,"No",52,90,72
"418",401941,"Outdoor furniture",180,TRUE,"Yes",NA,NA,67
"419",49305165,"Tables & desks",2395,TRUE,"No",NA,NA,95
"420",89302914,"Beds",2307,TRUE,"No",40,43,140
"421",50320565,"Chairs",100,TRUE,"Yes",27,32,15
"422",50319859,"Sofas & armchairs",645,TRUE,"Yes",NA,NA,NA
"423",90144730,"TV & media furniture",175,TRUE,"No",40,38,90
"424",90323393,"Bookcases & shelving units",5.6,TRUE,"No",NA,NA,64
"425",60264540,"Outdoor furniture",115,TRUE,"No",62,NA,62
"426",30249546,"Beds",695,TRUE,"Yes",NA,NA,104
"427",50312909,"Children's furniture",525,TRUE,"No",NA,NA,67
"428",40454367,"Chairs",20,TRUE,"No",NA,NA,NA
"429",80454493,"Sofas & armchairs",450,TRUE,"Yes",NA,NA,NA
"430",19278234,"Cabinets & cupboards",952,TRUE,"Yes",35,190,160
"431",59135648,"Chairs",1425,TRUE,"Yes",99,83,105
"432",69221438,"Tables & desks",1975,TRUE,"No",NA,NA,NA
"433",30466498,"Tables & desks",195,TRUE,"No",NA,30,NA
"434",69252646,"Chairs",745,TRUE,"Yes",67,NA,67
"435",69017475,"Bookcases & shelving units",895,TRUE,"Yes",39,147,147
"436",30128629,"Tables & desks",175,TRUE,"No",50,50,90
"437",69279189,"Cabinets & cupboards",1160,TRUE,"Yes",35,120,140
"438",90190411,"Chairs",145,TRUE,"No",NA,63,NA
"439",39187822,"Wardrobes",1495,TRUE,"No",55,126,124
"440",19292678,"Sofas & armchairs",4645,TRUE,"Yes",98,83,271
"441",40237840,"Tables & desks",75,TRUE,"No",NA,70,NA
"442",60205188,"Outdoor furniture",309,TRUE,"No",80,73,63
"443",59128959,"Children's furniture",395,TRUE,"Yes",58,NA,96
"444",70439728,"Sideboards, buffets & console tables",1345,TRUE,"No",48,87,145
"445",99305257,"TV & media furniture",357,TRUE,"No",42,44,160
"446",70294339,"Tables & desks",695,TRUE,"No",NA,74,78
"447",289322,"Sofas & armchairs",100,TRUE,"No",NA,18,NA
"448",10293597,"Bookcases & shelving units",40,TRUE,"Yes",100,100,100
"449",79217964,"Wardrobes",3060,TRUE,"No",NA,236,110
"450",99297144,"Chests of drawers & drawer units",170,TRUE,"No",51,70,50
"451",40219285,"Tables & desks",425,TRUE,"No",50,67,30
"452",39156401,"Outdoor furniture",2000,TRUE,"Yes",NA,NA,NA
"453",79304763,"Tables & desks",3345,TRUE,"No",NA,NA,105
"454",70470511,"Bookcases & shelving units",145,TRUE,"No",NA,179,30
"455",70304201,"Sofas & armchairs",280,TRUE,"Yes",NA,NA,NA
"456",99020481,"Bookcases & shelving units",1570,TRUE,"Yes",30,202,160
"457",50391421,"Chests of drawers & drawer units",140,TRUE,"Yes",47,8,40
"458",50468953,"Chairs",995,TRUE,"No",83,86,92
"459",79161486,"Tables & desks",359,TRUE,"No",NA,72,75
"460",70103250,"Chairs",195,TRUE,"Yes",52,91,43
"461",50364149,"Chairs",177,TRUE,"Yes",51,81,45
"462",410083,"Chairs",15,TRUE,"No",NA,NA,NA
"463",19158156,"Wardrobes",1409,TRUE,"No",50,NA,135
"464",10397745,"Sofas & armchairs",1900,TRUE,"No",94,104,141
"465",322897,"Bookcases & shelving units",310,TRUE,"No",35,39,61
"466",19184339,"TV & media furniture",1265,TRUE,"Yes",41,190,258
"467",30247378,"Bookcases & shelving units",125,TRUE,"Yes",40,38,60
"468",40399314,"Sofas & armchairs",1295,TRUE,"No",88,66,177
"469",70303720,"Trolleys",125,TRUE,"No",NA,97,33
"470",10320341,"Chairs",220,TRUE,"No",58,NA,58
"471",80369112,"Chairs",275,FALSE,"No",47,101,40
"472",50058376,"Chairs",245,TRUE,"No",56,79,58
"473",69302566,"Beds",1195,TRUE,"No",NA,195,135
"474",69239495,"Chests of drawers & drawer units",580,TRUE,"No",47,76,80
"475",60102067,"Sofas & armchairs",795,TRUE,"No",NA,NA,NA
"476",39297156,"Tables & desks",1140,TRUE,"No",NA,NA,NA
"477",368814,"Bar furniture",995,FALSE,"No",NA,105,80
"478",60431563,"Beds",1845,TRUE,"Yes",105,83,225
"479",99291646,"Bookcases & shelving units",450,TRUE,"No",35,162,80
"480",70434311,"Chairs",575,TRUE,"No",63,42,72
"481",70344933,"Bookcases & shelving units",625,TRUE,"Yes",35,70,70
"482",19131652,"Tables & desks",3665,TRUE,"No",NA,74,100
"483",70303428,"TV & media furniture",245,TRUE,"No",36,53,100
"484",69017833,"Cabinets & cupboards",1770,TRUE,"Yes",30,237,160
"485",80418056,"Children's furniture",134,TRUE,"No",56,68,47
"486",19217863,"Outdoor furniture",1431,TRUE,"Yes",NA,NA,NA
"487",90409457,"Sofas & armchairs",100,TRUE,"Yes",NA,NA,NA
"488",10322316,"Sofas & armchairs",645,TRUE,"Yes",NA,NA,NA
"489",49898435,"Outdoor furniture",493,TRUE,"No",NA,NA,NA
"490",30425988,"Cabinets & cupboards",95,TRUE,"No",NA,26,60
"491",90211531,"Chairs",175,TRUE,"No",55,100,44
"492",19183815,"Outdoor furniture",445,TRUE,"Yes",NA,NA,NA
"493",69030368,"Wardrobes",2950,TRUE,"No",60,236,150
"494",423721,"Bookcases & shelving units",100,TRUE,"No",38,33,33
"495",374297,"Tables & desks",225,TRUE,"Yes",35,70,46
"496",69161552,"Tables & desks",1395,TRUE,"No",NA,75,78
"497",50161321,"Tables & desks",395,TRUE,"No",NA,50,50
"498",10461010,"Chairs",49,TRUE,"No",NA,NA,23
"499",10443629,"Cabinets & cupboards",175,TRUE,"Yes",NA,38,60
"500",49001965,"Tables & desks",300,TRUE,"Yes",NA,74,60
