"County","State","VotesTrump","VotesClinton","PercTrump","PercClinton","PercWhite","HIncome"
"Parke","Indiana",4863,1441,74,21.9,96.1,43870
"Parker","Texas",46433,8329,82.3,14.8,91.4,64515
"Parmer","Texas",1911,848,67.8,30.1,77.6,44943
"Pasco","Florida",NA,NA,NA,NA,88.2,43888
"Pasquotank","North Carolina",8082,8455,47.6,49.8,56.7,46053
"Passaic","New Jersey",71488,112608,37.8,59.5,62.6,57654
"Patrick","Virginia",6454,1768,76,20.8,91.1,34864
"Paulding","Georgia",44646,18004,69.1,27.9,77.7,61837
"Paulding","Ohio",6359,2068,71.9,23.4,95.7,44861
"Pawnee","Kansas",1872,567,71.9,21.8,90.7,44078
"Pawnee","Nebraska",970,279,73.8,21.2,97.7,37321
"Pawnee","Oklahoma",4716,1341,74.3,21.1,80.6,44375
"Payette","Idaho",4306,892,75.5,15.6,88.6,43649
"Payne","Oklahoma",16644,8785,60,31.7,81.9,36812
"Peach","Georgia",5405,5083,50.5,47.5,48.3,39844
"Pearl River","Mississippi",15530,2919,82.2,15.5,84,42510
"Pecos","Texas",2463,1551,59.1,37.2,79.4,47019
"Pembina","North Dakota",2204,681,71.3,22,95.5,49846
"Pemiscot","Missouri",3964,1946,65.8,32.3,70.4,28889
"Pend Oreille","Washington",4151,1834,64.5,28.5,91.6,40567
"Pender","North Carolina",17317,9086,64,33.6,76.1,44524
"Pendleton","Kentucky",4604,1164,76.6,19.4,98.2,45480
"Pendleton","West Virginia",2388,726,74.3,22.6,96.2,34175
"Pennington","Minnesota",4000,2146,60,32.2,93.8,45633
"Pennington","South Dakota",29804,14074,62.4,29.5,83.6,50833
"Penobscot","Maine",41111,32638,51.7,41.1,95.4,43734
"Peoria","Illinois",35299,37436,45.6,48.3,74.4,50712
"Pepin","Wisconsin",2228,1345,59.5,35.9,98.2,47701
"Perkins","Nebraska",1202,160,84.8,11.3,97.1,58625
"Perkins","South Dakota",1333,188,83,11.7,96.9,38362
"Perquimans","North Carolina",4143,2291,62.8,34.7,72.1,43709
"Perry","Alabama",1403,3823,26.7,72.7,30.3,28209
"Perry","Arkansas",2979,1035,69.9,24.3,95.2,42455
"Perry","Illinois",6816,2433,70.2,25.1,87.9,42078
"Perry","Indiana",4556,3062,56.8,38.2,96,47596
"Perry","Kentucky",8158,2136,77.2,20.2,96.5,33528
"Perry","Mississippi",4135,1220,76.1,22.5,78.2,36124
"Perry","Missouri",6907,1520,79.1,17.4,97.2,47876
"Perry","Ohio",9978,4072,68.1,27.8,97.9,41446
"Perry","Pennsylvania",15613,4630,73.8,21.9,97.4,57375
"Perry","Tennessee",2167,597,75.9,20.9,95.8,32845
"Pershing","Nevada",1403,430,70.8,21.7,81.9,52101
"Person","North Carolina",11116,7772,57.6,40.3,68.3,42317
"Petersburg","Virginia",1448,12005,10.6,87.5,16.1,34424
"Petroleum","Montana",276,30,86.3,9.4,98.8,41705
"Pettis","Missouri",12792,4322,70.9,24,89.7,38580
"Phelps","Missouri",12699,4761,68.6,25.7,91.7,41964
"Phelps","Nebraska",3832,571,83.1,12.4,96.9,50000
"Philadelphia","Pennsylvania",105418,560542,15.5,82.4,41,37192
"Phillips","Arkansas",2443,4292,35.2,61.9,35,26737
"Phillips","Colorado",1791,436,76.8,18.7,89.2,43011
"Phillips","Kansas",2200,296,84.3,11.3,97,43059
"Phillips","Montana",1715,315,79.8,14.7,87,42632
"Piatt","Illinois",5623,2633,63.2,29.6,98,63027
"Pickaway","Ohio",16482,6325,69.2,26.6,94.5,54003
"Pickens","Alabama",5454,3972,57.4,41.8,56.3,28741
"Pickens","Georgia",11651,1977,83.3,14.1,95.7,51383
"Pickens","South Carolina",36096,10327,73.9,21.1,88.7,41788
"Pickett","Tennessee",2019,536,77.4,20.5,98.3,35184
"Pierce","Georgia",6301,903,86.4,12.4,86.9,39067
"Pierce","Nebraska",3052,382,85.3,10.7,98.4,51924
"Pierce","North Dakota",1433,431,70.9,21.3,94.1,42975
"Pierce","Washington",94998,113819,42.3,50.7,74.2,59204
"Pierce","Wisconsin",11260,8380,53.4,39.7,96.6,59226
"Pike","Alabama",7681,5039,59,38.7,58.2,33090
"Pike","Arkansas",3150,684,79.1,17.2,90,32206
"Pike","Georgia",7273,1239,83.8,14.3,87.3,53865
"Pike","Illinois",5749,1412,77.1,18.9,96.9,39845
"Pike","Indiana",4398,1297,73.6,21.7,98.2,40680
"Pike","Kentucky",19740,4277,80.1,17.4,98,32961
"Pike","Mississippi",7748,7636,49.6,48.8,46.4,34841
"Pike","Missouri",5274,1806,71.5,24.5,90.2,39850
"Pike","Ohio",7669,3443,66.6,29.9,96.6,42165
"Pike","Pennsylvania",16035,9247,61.5,35.5,88.6,59340
"Pima","Arizona",138819,183199,41,54.1,74.3,45841
"Pinal","Arizona",44432,29546,57.4,38.2,72.4,50027
"Pine","Minnesota",8191,4580,59.7,33.4,91.9,43928
"Pinellas","Florida",NA,NA,NA,NA,82.1,45535
"Pipestone","Minnesota",3338,1127,69.8,23.6,93.5,46019
"Piscataquis","Maine",5341,3050,59.2,33.8,96.9,36646
"Pitkin","Colorado",2522,7239,24.3,69.7,93.5,72745
"Pitt","North Carolina",35191,40967,45,52.3,58.9,40718
"Pittsburg","Oklahoma",12740,3704,73.9,21.5,73.6,41252
"Pittsylvania","Virginia",21742,9195,68.6,29,75.5,42143
"Piute","Utah",537,31,87,5,94.7,38500
"Placer","California",55212,43915,52.5,41.8,83.5,72725
"Plaquemines","Louisiana",6900,3347,65.3,31.7,70.5,55138
"Platte","Missouri",24975,18915,53.5,40.6,87.2,67721
"Platte","Nebraska",10864,2612,77.3,18.6,90,51213
"Platte","Wyoming",3437,719,77.1,16.1,95.4,45512
"Pleasants","West Virginia",2342,620,74.8,19.8,97.3,41859
"Plumas","California",5079,3224,57.5,36.5,89,45794
"Plymouth","Iowa",9659,2878,74,22,96.4,58888
"Plymouth","Massachusetts",114722,133828,43.4,50.7,85.5,75092
"Pocahontas","Iowa",2692,962,70.3,25.1,97.5,44073
"Pocahontas","West Virginia",2474,924,68.4,25.5,97.8,33779
"Poinsett","Arkansas",3149,1878,59.1,35.2,89.9,32089
"Pointe Coupee","Louisiana",6789,4764,57.7,40.5,61.4,45363
"Polk","Arkansas",6606,1210,80.4,14.7,92.7,32835
"Polk","Florida",NA,NA,NA,NA,75.2,43113
"Polk","Georgia",11006,2863,77.7,20.2,77.1,39208
"Polk","Iowa",93421,119671,40.9,52.4,84.7,59018
"Polk","Minnesota",8979,4712,61.1,32.1,93.3,50695
"Polk","Missouri",10435,2630,76.1,19.2,96.2,39512
"Polk","Nebraska",2019,411,79.6,16.2,97.9,52848
"Polk","North Carolina",6738,3715,62.8,34.6,90.8,44745
"Polk","Oregon",18333,15741,49.5,42.5,85.9,52808
"Polk","Tennessee",5097,1252,78.2,19.2,97.5,39074
"Polk","Texas",26587,7123,77.2,20.7,77.3,37855
"Polk","Wisconsin",13864,7568,61.1,33.4,96.8,48538
"Pondera","Montana",1786,737,66.1,27.3,82.7,41277
"Pontotoc","Mississippi",9442,2123,79.9,18,80.1,39899
"Pontotoc","Oklahoma",10420,3633,70.3,24.5,71.2,41881
"Pope","Arkansas",15694,4818,72.1,22.1,89.5,40453
"Pope","Illinois",1678,374,78.7,17.5,91.7,38371
"Pope","Minnesota",3793,2106,60.3,33.5,97.9,52350
"Poquoson","Virginia",5089,1599,71.5,22.5,95.1,81892
"Portage","Ohio",38978,31463,52.7,42.5,92.3,52697
"Portage","Wisconsin",17310,18524,45.4,48.6,94.2,50996
"Porter","Indiana",38719,33531,50.6,43.8,91.3,62794
"Portsmouth","Virginia",12773,28462,29.7,66.2,41.6,46166
"Posey","Indiana",8393,3515,67.4,28.2,97.2,58750
"Pottawatomie","Kansas",7451,2191,71.9,21.2,93.6,56854
"Pottawatomie","Oklahoma",17826,6005,70.1,23.6,76.3,42764
"Pottawattamie","Iowa",24441,15341,57.9,36.3,92.9,51304
"Potter","Pennsylvania",6247,1300,80.3,16.7,98.1,41547
"Potter","South Dakota",1069,215,80.1,16.1,97.6,44556
"Potter","Texas",19499,7620,68.8,26.9,69.8,37951
"Powder River","Montana",880,127,84,12.1,95,46250
"Powell","Kentucky",3513,1272,70.9,25.7,97.7,26839
"Powell","Montana",2017,549,72.6,19.8,92.4,40802
"Power","Idaho",1666,699,60.4,25.3,75.1,44212
"Poweshiek","Iowa",4936,4272,50.9,44.1,94.9,50349
"Powhatan","Virginia",11875,4057,70.7,24.2,83.8,76548
"Prairie","Arkansas",2503,812,72.8,23.6,86.4,34855
"Prairie","Montana",555,100,80.7,14.5,96.4,38036
"Pratt","Kansas",2824,769,74.2,20.2,94.1,46035
"Preble","Ohio",15376,4323,75.1,21.1,97.6,48405
"Prentiss","Mississippi",7647,2067,77.5,20.9,84.3,32503
"Presidio","Texas",652,1458,29.6,66.2,85.9,29634
"Presque Isle","Michigan",4486,2400,62.2,33.3,97.6,39652
"Preston","West Virginia",9501,2462,75.3,19.5,97.6,45413
"Price","Wisconsin",4562,2671,60.3,35.3,97.1,42644
"Prince Edward","Virginia",4099,4590,45,50.4,63.3,37436
"Prince George","Virginia",9157,6419,56.7,39.8,61.1,63074
"Prince George's","Maryland",29290,313627,8.3,89.3,19.2,73623
"Prince William","Virginia",54065,83093,37.3,57.4,57.8,98071
"Providence","Rhode Island",84939,131372,37.6,58.1,73.4,49297
"Prowers","Colorado",3508,1173,70.5,23.6,81,34391
"Pueblo","Colorado",27746,27945,46.2,46.5,79.4,41777
"Pulaski","Arkansas",61182,89377,38.4,56,57.5,46013
"Pulaski","Georgia",2436,1104,67.7,30.7,63.9,41550
"Pulaski","Illinois",1583,817,64,33,64.4,33717
"Pulaski","Indiana",3854,1327,70.9,24.4,97.2,44764
"Pulaski","Kentucky",22900,4208,81.7,15,96.1,34092
"Pulaski","Missouri",9870,2918,73.4,21.7,77.5,49820
"Pulaski","Virginia",10314,4170,68.3,27.6,92.5,44312
"Pushmataha","Oklahoma",3581,748,79.9,16.7,75,29897
"Putnam","Florida",NA,NA,NA,NA,77.3,32497
"Putnam","Georgia",6516,2745,69.1,29.1,67.9,44764
"Putnam","Illinois",1762,1143,57.3,37.2,96.6,54196
"Putnam","Indiana",10637,3356,72.5,22.9,93.4,50821
"Putnam","Missouri",1936,352,82.7,15,98.2,36713
"Putnam","New York",25241,17363,57.1,39.3,90.7,95117
"Putnam","Ohio",14704,2874,80,15.6,95.7,61192
"Putnam","Tennessee",18981,6847,70.4,25.4,92,33709
"Putnam","West Virginia",17455,5784,71.4,23.7,96.8,54854
"Quay","New Mexico",2208,1016,61.9,28.5,86.1,30802
"Queen Anne's","Maryland",16211,7316,65.8,29.7,88.7,87256
"Queens","New York",138550,473389,22.1,75.5,39.7,57001
"Quitman","Georgia",575,461,55.1,44.2,51.3,31068
"Quitman","Mississippi",998,2303,29.8,68.7,29,22863
"Rabun","Georgia",6287,1443,79.1,18.2,93.3,35423
"Racine","Wisconsin",46620,42506,49.8,45.4,79.7,54090
"Radford","Virginia",2637,2923,43.7,48.5,87,30714
"Rains","Texas",3919,619,84.6,13.4,91.2,44478
"Raleigh","West Virginia",21835,6362,74.5,21.7,88.5,40758
"Ralls","Missouri",3969,1138,75.4,21.6,97.3,47969
"Ramsey","Minnesota",70778,176929,26.3,65.7,70.1,54247
"Ramsey","North Dakota",3216,1505,61.6,28.8,87.7,48604
"Randall","Texas",43379,8340,80.6,15.5,88.9,58529
"Randolph","Alabama",7697,2290,76,22.6,76.5,35213
"Randolph","Arkansas",4508,1425,70.7,22.3,96.5,34418
"Randolph","Georgia",1270,1597,43.9,55.2,36.6,30023
"Randolph","Illinois",9992,3421,71.2,24.4,87.6,47427
"Randolph","Indiana",7515,2446,71.9,23.4,96.1,40904
"Randolph","Missouri",7529,2283,73,22.1,91,37203
"Randolph","North Carolina",49156,13074,77.3,20.6,85.5,41208
"Randolph","West Virginia",7583,2724,70.1,25.2,97.3,37276
"Rankin","Mississippi",46168,13741,75.2,22.4,77.3,57380
"Ransom","North Dakota",1209,836,52.2,36.1,97.8,49788
"Rapides","Louisiana",36814,18318,64.8,32.2,63.3,40930
"Rappahannock","Virginia",2532,1741,57,39.2,92.7,56438
"Ravalli","Montana",14673,6166,66.3,27.9,95.9,38688
"Rawlins","Kansas",1209,160,83.5,11,97.2,43482
"Ray","Missouri",7103,3088,65.6,28.5,96.3,52698
"Reagan","Texas",709,167,78.8,18.6,77.1,61250
"Real","Texas",1382,262,82.4,15.6,90.5,33885
"Red Lake","Minnesota",1141,540,61,28.9,96.2,47569
"Red River","Louisiana",2391,1938,54.1,43.8,59,39346
"Red River","Texas",3924,1148,76.2,22.3,76.5,31712
"Red Willow","Nebraska",4212,638,83.2,12.6,96,42345
"Redwood","Minnesota",5137,1887,67.9,24.9,89.1,47447
"Reeves","Texas",1417,1659,44.5,52.1,77.2,40571
"Refugio","Texas",1830,1034,62.1,35.1,80.5,44548
"Reno","Kansas",15100,6670,64.4,28.4,90.6,43798
"Rensselaer","New York",31933,30039,48.4,45.5,87.5,59432
"Renville","Minnesota",4890,2117,64.7,28,95.4,50802
"Renville","North Dakota",978,200,77.9,15.9,97.9,60847
"Republic","Kansas",1993,370,80.2,14.9,98,39572
"Reynolds","Missouri",2402,540,79.2,17.8,96.7,34496
"Rhea","Tennessee",8650,1942,79,17.7,93.4,36741
"Rice","Kansas",2652,668,74.3,18.7,91.4,45336
"Rice","Minnesota",15428,14437,47.9,44.8,89.3,59915
"Rich","Utah",786,104,71.7,9.5,97,50000
"Richardson","Nebraska",2684,798,73.2,21.8,94.3,38582
"Richland","Illinois",5736,1579,75.2,20.7,97.3,44070
"Richland","Louisiana",6286,3157,65.5,32.9,62.1,36835
"Richland","Montana",3885,669,80.6,13.9,95,58112
"Richland","North Dakota",4759,2064,63.8,27.7,95,53759
"Richland","Ohio",35805,15629,66.6,29.1,87.5,41835
"Richland","South Carolina",52753,108401,31.1,64,47.3,48359
"Richland","Wisconsin",4021,3577,50.5,44.9,97.3,45271
"Richmond","Georgia",24441,48707,32.6,65,39.7,37749
"Richmond","New York",95612,67561,57.2,40.4,72.9,72569
"Richmond","North Carolina",10199,8290,54.2,44.1,60.2,32384
"Richmond","Virginia",14254,74640,15,78.8,40.8,47083
"Richmond","Virginia",14254,74640,15,78.8,40.8,40496
"Richmond","Virginia",14254,74640,15,78.8,40.8,47083
"Richmond","Virginia",14254,74640,15,78.8,40.8,40496
"Richmond","Virginia",2213,1347,60.6,36.9,40.8,47083
"Richmond","Virginia",2213,1347,60.6,36.9,40.8,40496
"Richmond","Virginia",2213,1347,60.6,36.9,40.8,47083
"Richmond","Virginia",2213,1347,60.6,36.9,40.8,40496
"Richmond","Virginia",14254,74640,15,78.8,64.8,47083
"Richmond","Virginia",14254,74640,15,78.8,64.8,40496
"Richmond","Virginia",14254,74640,15,78.8,64.8,47083
"Richmond","Virginia",14254,74640,15,78.8,64.8,40496
"Richmond","Virginia",2213,1347,60.6,36.9,64.8,47083
"Richmond","Virginia",2213,1347,60.6,36.9,64.8,40496
"Richmond","Virginia",2213,1347,60.6,36.9,64.8,47083
"Richmond","Virginia",2213,1347,60.6,36.9,64.8,40496
"Riley","Kansas",9817,8892,47.9,43.4,83.2,43962
"Ringgold","Iowa",1820,753,67.8,28.1,97.5,44551
"Rio Arriba","New Mexico",3583,9534,24.2,64.4,51.6,40250
"Rio Blanco","Colorado",2497,403,80.8,13,91.9,60128
"Rio Grande","Colorado",3060,1985,55.8,36.2,78.3,38993
"Ripley","Indiana",9806,2471,76.7,19.3,97.6,47537
"Ripley","Missouri",4520,830,81.9,15,96.8,32291
"Ritchie","West Virginia",3376,490,83.6,12.1,98.7,35769
"Riverside","California",219359,228731,46.7,48.7,61,56529
"Roane","Tennessee",15863,4833,73.5,22.4,94.4,42223
"Roane","West Virginia",3772,1220,72.1,23.3,98.4,28513
"Roanoke","Virginia",16045,23403,38.5,56.1,90,38145
"Roanoke","Virginia",16045,23403,38.5,56.1,90,60795
"Roanoke","Virginia",16045,23403,38.5,56.1,90,38145
"Roanoke","Virginia",16045,23403,38.5,56.1,90,60795
"Roanoke","Virginia",16045,23403,38.5,56.1,64.2,38145
"Roanoke","Virginia",16045,23403,38.5,56.1,64.2,60795
"Roanoke","Virginia",16045,23403,38.5,56.1,64.2,38145
"Roanoke","Virginia",16045,23403,38.5,56.1,64.2,60795
"Roanoke","Virginia",30857,16787,61.5,33.5,64.2,38145
"Roanoke","Virginia",30857,16787,61.5,33.5,64.2,60795
"Roanoke","Virginia",30857,16787,61.5,33.5,64.2,38145
"Roanoke","Virginia",30857,16787,61.5,33.5,64.2,60795
"Roanoke","Virginia",30857,16787,61.5,33.5,90,38145
"Roanoke","Virginia",30857,16787,61.5,33.5,90,60795
"Roanoke","Virginia",30857,16787,61.5,33.5,90,38145
"Roanoke","Virginia",30857,16787,61.5,33.5,90,60795
"Roberts","South Dakota",2142,1539,55.1,39.6,61.7,47191
"Roberts","Texas",524,20,95.3,3.6,93.8,67321
"Robertson","Kentucky",759,222,74.9,21.9,98.2,31786
"Robertson","Tennessee",19393,6634,71.7,24.5,87.4,52792
"Robertson","Texas",4665,2203,66.5,31.4,67.7,40601
"Robeson","North Carolina",20294,18377,51.4,46.6,29,29806
"Rock","Minnesota",3091,1373,64.3,28.6,96.7,46623
"Rock","Nebraska",687,70,86.6,8.8,98.5,43500
"Rock","Wisconsin",31483,39336,42,52.4,87.6,49435
"Rock Island","Illinois",26969,32258,42.8,51.2,81.6,48702
"Rockbridge","Virginia",6671,3506,62.4,32.8,94.6,48313
"Rockcastle","Kentucky",5609,915,83.9,13.7,98.4,30674
"Rockdale","Georgia",13463,23206,35.8,61.7,44.8,52579
"Rockingham","New Hampshire",90447,79994,50.6,44.7,95.5,77348
"Rockingham","North Carolina",26463,14057,64,34,75.7,38567
"Rockingham","Virginia",25269,9361,69.2,25.6,93.3,52195
"Rockland","New York",57148,63454,46.1,51.2,73.2,84951
"Rockwall","Texas",28396,9633,71.8,24.4,83.6,86119
"Roger Mills","Oklahoma",1546,151,87.9,8.6,89.8,53885
"Rogers","Oklahoma",30893,7895,75.7,19.3,75.3,58525
"Rolette","North Dakota",1210,2097,33,57.3,20.3,31336
"Rooks","Kansas",1999,273,84.1,11.5,97.5,42449
"Roosevelt","Montana",1722,1504,49.2,42.9,35.8,36920
"Roosevelt","New Mexico",3865,1445,65.4,24.4,76.9,38764
"Roscommon","Michigan",8141,4287,62.5,32.9,97.3,33334
"Roseau","Minnesota",5451,1856,70.2,23.9,94.5,50759
"Rosebud","Montana",2211,969,65.6,28.7,61.3,48789
"Ross","Ohio",17833,9905,61.6,34.2,90.7,43264
"Routt","Colorado",5149,7487,37.4,54.4,94.8,62002
"Rowan","Kentucky",5174,3295,58.5,37.3,96.1,35236
"Rowan","North Carolina",42388,19208,67.2,30.5,76.5,41495
"Runnels","Texas",3241,452,86.1,12,83.2,37667
"Rush","Indiana",5292,1525,73.4,21.1,97.4,47401
"Rush","Kansas",1177,227,79.9,15.4,97.2,42610
"Rusk","Texas",14675,3935,77.3,20.7,72.2,45752
"Rusk","Wisconsin",4564,2171,64.9,30.9,97.6,38658
"Russell","Alabama",9210,9577,48.1,50,53.7,36143
"Russell","Kansas",2544,454,80.8,14.4,96.3,37111
"Russell","Kentucky",6863,1093,84,13.4,96.5,29721
"Russell","Virginia",9516,2328,78,19.1,97.8,33872
"Rutherford","North Carolina",21694,7451,72.9,25,85.9,36334
"Rutherford","Tennessee",64428,36627,60.5,34.4,78.2,55401
"Rutland","Vermont",12471,13629,45.1,49.3,97.1,49271
"Sabine","Louisiana",7877,1703,80.5,17.4,70.8,35159
"Sabine","Texas",3992,614,86,13.2,89.1,32963
"Sac","Iowa",3692,1269,71.6,24.6,97.8,48093
"Sacramento","California",114359,186237,35.8,58.3,57.5,55064
"Sagadahoc","Maine",9304,10679,43.1,49.4,96.2,56733
"Saginaw","Michigan",45469,44395,48.3,47.1,74.6,42331
"Saguache","Colorado",1109,1345,41,49.7,82.3,34600
"Salem","New Jersey",16256,11766,55.6,40.3,79.8,59718
"Salem","Virginia",7225,4212,59.6,34.7,88.2,48733
"Saline","Arkansas",35852,13247,68.2,25.2,90.5,55348
"Saline","Illinois",8248,2551,73.4,22.7,93,37800
"Saline","Kansas",13367,6084,63,28.7,87.6,47215
"Saline","Missouri",5977,2787,64.7,30.1,86.2,39519
"Saline","Nebraska",2849,1630,59.4,34,83,44109
"Salt Lake","Utah",82590,117667,32,45.7,81.2,60555
"Saluda","South Carolina",5525,2809,64.6,32.8,61.1,38514
"Sampson","North Carolina",14761,10486,57.6,40.9,56.7,36496
"San Augustine","Texas",2620,907,73.5,25.5,71.9,28390
"San Benito","California",4358,6751,37.1,57.4,63.7,66237
"San Bernardino","California",188080,220853,43.7,51.3,56.7,54090
"San Diego","California",269422,390531,38.7,56.1,64,62962
"San Francisco","California",26461,228211,9.9,85.3,48.5,75604
"San Jacinto","Texas",8050,2034,78.1,19.7,82.2,46107
"San Joaquin","California",56194,71349,41.9,53.2,51,53380
"San Juan","Colorado",215,265,42.5,52.4,92.6,39583
"San Juan","New Mexico",27879,12826,60.6,27.9,51.6,48196
"San Juan","Utah",2073,1143,55,30.3,45.8,40492
"San Juan","Washington",2018,5516,25.1,68.5,92.6,53376
"San Luis Obispo","California",39263,46965,42.7,51,82.6,58697
"San Mateo","California",37996,152134,19.1,76.3,53.4,88202
"San Miguel","Colorado",1030,2960,23.9,68.7,92.9,63594
"San Miguel","New Mexico",2302,7249,21.5,67.8,66.6,28275
"San Patricio","Texas",13004,7825,60.4,36.4,85.9,50657
"San Saba","Texas",2025,293,86,12.4,84.3,37743
"Sanborn","South Dakota",819,241,72.9,21.5,98,48384
"Sanders","Montana",4268,1211,72.5,20.6,91.6,32881
"Sandoval","New Mexico",25748,27405,42.1,44.8,68,58017
"Sandusky","Ohio",16045,9733,58.4,35.4,91.2,46140
"Sangamon","Illinois",49823,40731,51.6,42.2,83.6,55449
"Sanilac","Michigan",13446,4873,69.9,25.3,96.6,40478
"Sanpete","Utah",6081,979,65.7,10.6,90.4,48369
"Santa Barbara","California",38973,72605,32.9,61.3,69.6,62779
"Santa Clara","California",91990,312994,21.5,73.2,47,91702
"Santa Cruz","Arizona",2556,7769,23.8,72.5,73.5,37745
"Santa Cruz","California",14523,60529,18.1,75.4,72.5,66519
"Santa Fe","New Mexico",14198,49956,20.2,71,76.2,52917
"Santa Rosa","Florida",NA,NA,NA,NA,87.8,57703
"Sarasota","Florida",NA,NA,NA,NA,90.2,49052
"Saratoga","New York",51088,46546,49.1,44.7,94.3,69826
"Sargent","North Dakota",1088,693,55,35,98,53381
"Sarpy","Nebraska",44649,27704,57.4,35.6,87.4,69965
"Sauk","Wisconsin",15871,16050,46.9,47.4,94.5,52140
"Saunders","Nebraska",7486,2509,70.6,23.7,97.2,59870
"Sawyer","Wisconsin",4625,2846,59.5,36.6,79.3,39904
"Schenectady","New York",27268,30870,44.2,50.1,79.6,56061
"Schleicher","Texas",819,209,77.7,19.8,80.3,50648
"Schley","Georgia",1472,401,77.1,21,73,38425
"Schoharie","New York",8173,3777,64.5,29.8,95.9,53245
"Schoolcraft","Michigan",2556,1369,61.6,33,87.6,35260
"Schuyler","Illinois",2523,1074,66.5,28.3,95.5,48138
"Schuyler","Missouri",1505,354,77.9,18.3,98.6,34688
"Schuyler","New York",5179,2761,61.5,32.8,97.1,46976
"Schuylkill","Pennsylvania",43937,16724,70,26.7,94.4,45012
"Scioto","Ohio",19742,8841,66.7,29.9,94.4,35379
"Scotland","Missouri",1525,365,77.5,18.5,98.6,39028
"Scotland","North Carolina",6212,7279,45.2,53,46.5,29592
"Scott","Arkansas",2378,507,78.3,16.7,88,37448
"Scott","Illinois",1965,528,76.1,20.4,98.6,49669
"Scott","Indiana",6074,2642,67,29.2,97.9,42898
"Scott","Iowa",39083,40302,46,47.5,86.1,52735
"Scott","Kansas",1832,232,84.9,10.7,90.1,50605
"Scott","Kentucky",15052,7713,62.3,31.9,89.9,61893
"Scott","Minnesota",39948,28502,53.7,38.3,86.4,86112
"Scott","Mississippi",5742,3999,58.2,40.5,53.3,34534
"Scott","Missouri",13168,3574,76.4,20.7,85.7,40651
"Scott","Tennessee",6044,934,84.9,13.1,98.3,28401
"Scott","Virginia",8242,1579,82,15.7,97.9,38355
"Scotts Bluff","Nebraska",9952,3151,71.6,22.7,87.4,43444
"Screven","Georgia",3305,2300,58,40.4,54.6,34848
"Scurry","Texas",4403,733,83.7,13.9,78.7,47513
"Searcy","Arkansas",2955,601,79.3,16.1,96,30779
"Sebastian","Arkansas",28769,12184,65.2,27.6,76.6,40471
"Sedgwick","Colorado",1015,267,74.4,19.6,92.2,40221
"Sedgwick","Kansas",101319,66716,56.1,36.9,76.3,49865
"Seminole","Florida",NA,NA,NA,NA,78.2,58175
"Seminole","Georgia",2343,1186,65.5,33.2,64.1,30521
"Seminole","Oklahoma",5612,2067,69.9,25.7,68.5,33819
"Seneca","New York",6719,5175,52.8,40.7,92.5,47618
"Seneca","Ohio",14559,7237,62,30.8,93.7,43764
"Sequatchie","Tennessee",4434,1051,78.2,18.5,96,36434
"Sequoyah","Oklahoma",10888,3061,75.4,21.2,66.5,35742
"Sevier","Arkansas",3281,1075,71.8,23.5,70,35153
"Sevier","Tennessee",28610,6293,79.1,17.4,93.7,43649
"Sevier","Utah",6146,648,77.6,8.2,94.9,46229
"Seward","Kansas",3025,1491,63.8,31.4,70.5,50185
"Seward","Nebraska",5451,1881,70.3,24.3,97.4,59435
"Shackelford","Texas",1378,103,91.7,6.9,93.1,47277
"Shannon","Missouri",2966,776,76,19.9,96,31132
"Sharkey","Mississippi",619,1290,32.1,67,27.9,35125
"Sharp","Arkansas",5405,1472,74.6,20.3,96,30861
"Shasta","California",35256,15533,65.6,28.9,86.7,44651
"Shawano","Wisconsin",12742,6056,64.7,30.7,88.8,46559
"Shawnee","Kansas",35349,33270,48,45.2,81.2,48451
"Sheboygan","Wisconsin",32368,22636,55.5,38.8,89.9,52920
"Shelby","Alabama",72846,22927,73.4,23.1,83,68770
"Shelby","Illinois",8209,2279,75.2,20.9,98.6,47188
"Shelby","Indiana",12718,4247,70.9,23.7,95.4,51440
"Shelby","Iowa",4340,1649,69.2,26.3,97.9,48783
"Shelby","Kentucky",13196,6276,64.1,30.5,85.4,57298
"Shelby","Missouri",2524,606,77.6,18.6,98.1,35938
"Shelby","Ohio",18148,4143,78.5,17.9,94.7,50427
"Shelby","Tennessee",114948,206640,34.6,62.3,40.6,46250
"Shelby","Texas",7171,1757,79,19.4,68.6,37081
"Shenandoah","Virginia",14078,5269,69.2,25.9,93,49625
"Sherburne","Minnesota",31049,13299,64.8,27.7,94,73098
"Sheridan","Kansas",1186,126,87.1,9.3,96.8,48674
"Sheridan","Montana",1237,476,67.7,26.1,95.4,48667
"Sheridan","Nebraska",2192,286,85.5,11.2,84.6,38548
"Sheridan","North Dakota",644,94,83.2,12.1,96.7,43250
"Sheridan","Wyoming",10266,2926,72.4,20.6,95.4,52008
"Sherman","Kansas",2043,340,80.5,13.4,93.1,38634
"Sherman","Nebraska",1143,338,73.6,21.8,99,41835
"Sherman","Oregon",726,202,73.9,20.5,93.4,42639
"Sherman","Texas",807,96,86.5,10.3,88.3,48185
"Shiawassee","Michigan",19232,12547,56.5,36.9,96.7,46217
"Shoshone","Idaho",3297,1384,64.4,27,95.4,38440
"Sibley","Minnesota",5193,1954,67.2,25.3,94.8,54017
"Sierra","California",1044,596,58.3,33.3,93.3,39009
"Sierra","New Mexico",2998,1600,58.2,31.1,85.6,27430
"Silver Bow","Montana",6252,8545,38.6,52.7,94.4,38659
