Years,Weeks,Log.Rain,Mean.Temp,Humidity,Wind.Dir.Speed,ln(SO2)
1996,45,2.708050201,6.985714286,80.28571429,-128.2496998,-0.765293289
1996,47,1.223775432,1.642857143,84.57142857,-134.4766349,-0.609764752
1996,48,1.252762968,-1.257142857,86.47619048,-144.6500661,-0.071123194
1996,49,2.104134154,-1.342857143,92.80952381,171.295922,0.084104497
1996,50,-0.693147181,-1.214285714,94.80952381,173.0275497,0.276514304
1996,51,2.397895273,-2.1,92.04761905,-152.7395917,0.374160681
1996,52,1.335001067,-13.88571429,80.80952381,21.43913244,1.215479334
1997,4,0.405465108,-2.157142857,89.42857143,150.353174,1.252591257
1997,5,-1.609437912,-3.157142857,83.14285714,-80.80181891,1.081418572
1997,6,2.054123734,2.142857143,76.52380952,-96.74697355,0.24189644
1997,7,2.587764035,1,84.23809524,-101.5042002,-0.130325025
1997,8,1.609437912,4.928571429,75.95238095,-109.350402,-0.665982465
1997,9,2.451005098,4.6,79.71428571,-95.57681528,-0.324745963
1997,10,-0.223143551,4.814285714,70.04761905,-35.29438171,0.411624028
1997,11,3.414442608,3.7,79.19047619,-70.23680403,-0.036833511
1997,12,2.501435952,-0.914285714,87.42857143,-57.37497308,0.314355112
1997,13,2.884800713,4.914285714,79.52380952,-70.43771642,0.149760973
1997,14,3.407841924,2.757142857,77.76190476,-49.61621812,0.243283988
1997,15,3.039749159,2.885714286,77,-56.47592323,0.13563105
1997,16,2.066862759,1.9,76.47619048,-13.17537041,0.436062534
1997,17,2.856470206,8.3,71.80952381,-131.8710173,-0.491055575
1997,18,2.014903021,12.65714286,72.57142857,-104.018626,-0.600889939
1997,19,2.58021683,11.97142857,70.0952381,-114.714537,-0.901693238
1997,20,1.974081026,18.85714286,59,164.7744339,-0.869633422
1997,21,2.93385687,10.1,71.04761905,-41.03593263,-0.620599409
1997,22,2.104134154,9.071428571,77.0952381,-16.54886522,-0.33735453
1997,23,1.791759469,16.22857143,63.76190476,110.1030771,-0.635018561
1997,24,1.648658626,17.34285714,66.9047619,-65.82832189,-0.454153827
1997,25,3.284663565,13.28571429,76.28571429,-95.55091313,-0.859182171
1997,26,3.005682604,18.14285714,70.28571429,159.7972161,-1.269611138
1997,27,4.621043535,15.87142857,79.80952381,-33.35567836,-0.350504494
1997,28,1.931521412,16.48571429,72.19047619,-22.85452852,-0.287223848
1997,29,4.001863709,15.17142857,87.38095238,-55.63017013,-0.481563067
1997,30,2.442347035,16.91428571,76.19047619,-73.76865844,-0.706138337
1997,31,2.63905733,15.94285714,76.71428571,-55.2491292,-0.189717779
1997,33,3.015534901,18.47142857,74.0952381,-7.529998223,-0.188227824
1997,34,2.667228207,19.38571429,68.14285714,-170.7082833,-0.332515035
1997,35,3.258096538,16.7,79.9047619,-80.28250511,-0.584411438
1997,36,2.272125886,17.25714286,73.95238095,-82.77318686,-0.467716408
1997,37,1.824549292,11.74285714,71.47619048,-96.92991431,-0.523742914
1997,39,0.336472237,9.9,78.61904762,-51.08088784,0.333180403
1997,40,2.87356464,10.97142857,80.14285714,-94.61176529,-0.5849815
1997,41,3.27336401,9.857142857,84.23809524,-95.75812205,-0.634803384
1997,42,1.667706821,4.071428571,82.19047619,-45.66902081,-0.000596661
1997,45,2.128231706,7.314285714,85.95238095,169.8147265,-0.567956383
1997,46,3.054001182,3.314285714,88.71428571,-2.806238964,-0.153278087
1997,48,2.624668592,2.014285714,98.0952381,141.2957774,-0.333973283
1997,49,2.302585093,0.171428571,92.95238095,-32.17056659,0.025869249
1997,50,3.339321978,0.428571429,91.38095238,-79.44177583,-0.058654665
1997,52,0.993251773,3.3,83.57142857,-120.7129365,-0.701083691
1998,1,0.955511445,3.328571429,74.38095238,-127.821671,-0.792955242
1998,3,2.660259537,1.371428571,82.0952381,-92.72066357,-0.432262175
