Years,Weeks,Log.Rain,Mean.Temp,Humidity,Wind.Dir.Speed,ln(SO2)
1998,4,1.335001067,-5.771428571,89.71428571,-2.529355381,1.042509704
1998,5,-0.356674944,-7.442857143,77.9047619,-94.21952432,0.29803939
1998,6,-1.609437912,1.385714286,64.38095238,-88.49082297,-0.026846011
1998,7,2.186051277,7.185714286,73.80952381,-81.15498518,-0.553802419
1998,8,0.530628251,5.685714286,84.33333333,-79.92664541,-0.322107067
1998,9,2.32238772,6.457142857,73.85714286,-113.6865927,-0.864075017
1998,10,2.970414466,1.028571429,78.14285714,-87.58779908,-0.269782808
1998,11,3.414442608,1.914285714,86.14285714,-53.45530906,-0.017572219
1998,12,1.808288771,-1.871428571,77.19047619,-21.14003065,0.462569914
1998,13,0.693147181,7.285714286,67.61904762,-147.8015113,0.35030507
1998,14,1.131402111,8.9,73.04761905,-131.7389488,-1.628384248
1998,15,2.708050201,5.6,68.47619048,-137.9361412,-0.602116045
1998,16,1.252762968,6.285714286,75.52380952,-50.09598471,-0.676441348
1998,17,0.182321557,13.45714286,61.80952381,159.2368996,-0.351074555
1998,18,0.641853886,11.04285714,73.9047619,-100.5355975,-0.445737613
1998,20,1.648658626,11.32857143,71.33333333,12.27294346,-0.42231542
1998,21,2.653241965,11.04285714,73,-80.0160117,-0.580323905
1998,22,3.703768067,17.21428571,69.61904762,-159.9093616,-1.200041978
1998,23,2.970414466,19.62857143,67.95238095,-147.90578,-0.919712841
1998,24,3.64805746,11.41428571,83.61904762,-72.25964712,-0.832895936
1998,25,2.797281335,16.22857143,76.95238095,-62.58997271,-0.392134826
1998,26,2.954910279,18.41428571,73.52380952,-95.85424479,-0.401466501
1998,27,3.535145354,12.6,83.80952381,-68.19782292,-0.038766921
1998,28,2.509599262,14.98571429,76.85714286,-87.62456003,-0.251902752
1998,29,2.079441542,19.71428571,66.66666667,-95.53542662,-0.410959008
1998,30,3.446807893,18.85714286,76.19047619,-97.02557052,-0.673235821
1998,31,3.165475048,18.41428571,76.23809524,-83.16468345,-0.329387982
1998,32,3.374168709,21.05714286,54.47619048,-64.87221391,-0.956450326
1998,33,2.734367509,19.41428571,65.38095238,-59.71065343,-0.767376923
1998,34,2.785011242,13.97142857,71.95238095,-99.06708333,-1.480371115
1998,35,0.530628251,11.27142857,75.80952381,-48.06107776,-0.635726477
1998,36,3.27336401,13.88571429,88.38095238,166.3906085,-1.698699592
1998,37,4.056988776,10.97142857,91.33333333,-107.1892062,-1.720759557
1998,38,1.029619417,10.08571429,84,-25.68766333,-0.157423884
1998,39,-0.356674944,12.27142857,85,-160.6913483,-0.777258112
1998,40,2.2300144,8.085714286,95.76190476,93.19696841,-0.21861683
1998,41,2.509599262,9.157142857,88,-109.7573085,-0.959653535
1998,42,1.386294361,8.185714286,82.42857143,-118.1339623,-0.624922194
1998,43,3.916015027,8.757142857,78.57142857,-120.981836,-0.721620288
1998,44,3.490428515,4.285714286,86.57142857,-103.2911561,-1.184344849
1998,45,2.87356464,3.842857143,85.33333333,-92.38496915,-0.928474455
1998,46,1.887069649,-0.657142857,89.9047619,-66.15587268,0.111601408
1998,49,2.370243741,-4.857142857,91.52380952,-107.3337042,0.29650328
1998,50,2.240709689,-0.171428571,86.33333333,-96.33610337,0.144791757
1998,51,0.336472237,0.871428571,80.66666667,-86.08465354,0.022330469
1998,52,-0.916290732,0.171428571,84.71428571,-173.8614766,0.094973304
1999,1,2.397895273,2.342857143,86.66666667,-136.7068666,-0.635994424
1999,2,2.459588842,-0.371428571,90.61904762,-149.891465,-0.533156313
1999,3,-0.916290732,-0.257142857,87.42857143,-152.4583042,-1.347620632
1999,4,2.360854001,0.842857143,89.33333333,-119.4965281,-1.428421222
1999,5,2.251291799,-5.014285714,87.9047619,-48.94707375,-0.151940721
1999,6,2.261763098,-4,89.61904762,-68.97951341,-0.227157509
1999,7,3.104586678,-4.414285714,87.95238095,-66.88143461,-0.013616839
1999,8,3.091042453,-0.414285714,89.38095238,-96.80953401,-0.46909611
1999,9,2.116255515,5.1,76.57142857,-117.0461889,-0.422377294
1999,10,2.451005098,2.3,86.71428571,-105.7581057,-0.245597608
1999,12,1.902107526,3.7,81.0952381,-95.5496994,-0.105611383
1999,13,2.197224577,8.6,72.9047619,60.77370938,0.181195577
1999,14,1.16315081,9.1,70.9047619,-67.73006745,-0.538164528
1999,15,1.722766598,7.642857143,71.66666667,-103.5372863,-1.052516856
1999,16,2.282382386,4.942857143,76.71428571,-62.65811339,-0.774129997
1999,17,-1.609437912,10.61428571,76.04761905,12.69170093,-0.832833133
1999,18,1.85629799,11.67142857,58.66666667,84.6025178,-0.50895356
1999,19,2.815408719,12.22857143,75.42857143,-120.8961849,-1.399679389
1999,20,2.970414466,10.7,67.85714286,151.2896451,-0.707944537
1999,21,2.332143895,14.72857143,68.14285714,42.51666457,-0.933915342
1999,22,2.379546134,18.7,63.47619048,-115.6996948,-1.085293053
1999,23,0.875468737,15.87142857,67.28571429,-81.84824543,-0.887113146
1999,24,3.618993327,13.67142857,89.95238095,0.055452027,-0.854080909
1999,25,2.912350665,11.81428571,81.0952381,-34.46315633,-0.866224821
1999,27,4.373238129,20.05714286,69.71428571,-56.80161361,-1.781725448
1999,28,3.56671182,17.64285714,81.85714286,179.4700644,-1.285522852
1999,29,1.481604541,19.05714286,60.95238095,-88.18516285,-1.227246966
1999,30,2.379546134,16.78571429,67.76190476,-3.870415959,-1.031031121
1999,31,1.435084525,18.55714286,50.85714286,39.90441887,-1.081853745
1999,32,2.332143895,18.2,77.42857143,-77.45073249,-1.730182782
1999,33,1.568615918,15.82857143,64.42857143,-134.9571377,-1.359135876
1999,34,2.240709689,15.81428571,55.9047619,-30.40771423,-1.050146871
1999,35,3.015534901,14.2,85.57142857,-29.34693966,-1.174103506
1999,38,3.765840495,16.77142857,79.23809524,149.9411462,-1.327859384
1999,39,1.931521412,14.35714286,83.04761905,-132.9846428,-1.872757789
1999,40,2.809402695,9.585714286,81.28571429,-121.2344713,-1.399457475
1999,41,2.674148649,8.985714286,84.80952381,-91.318495,-1.39555228
1999,43,1.16315081,9.071428571,85.19047619,-168.2659311,-1.609418163
1999,44,0.182321557,7.542857143,82.52380952,-166.0691605,-1.094616722
1999,45,3.034952987,4.557142857,93.85714286,-160.9104303,-0.979360246
1999,46,1.704748092,-0.457142857,91.52380952,-139.7587881,-0.487708223
1999,47,0.182321557,-2.271428571,84.57142857,-52.67539043,0.175702933
1999,48,1.481604541,2.242857143,79.61904762,-128.1597007,-1.169279417
1999,49,1.30833282,2.371428571,77,-121.202943,-1.088597142
1999,50,1.410986974,1.571428571,80.66666667,-124.6796279,-1.074808288
1999,51,2.292534757,-4.371428571,87.85714286,-134.5679806,-0.148878885
1999,52,3.230804396,-2.528571429,89.9047619,-143.6745029,-0.168485679
2000,1,1.435084525,-0.671428571,86.38095238,-108.9229326,-0.297662392
2000,2,-0.105360516,-4.157142857,85.85714286,150.2234352,0.059190984
2000,3,3.47506723,-2.185714286,90.38095238,-68.36825344,-0.500385815
2000,4,0.875468737,-6.042857143,87.04761905,-88.91163583,0.306277575
2000,5,3.254242969,4.228571429,83.23809524,-103.8462549,-1.288667654
2000,6,2.564949357,4.642857143,78.80952381,-113.9187042,-2.401226322
2000,7,2.282382386,0.685714286,85.42857143,-110.6372701,-1.520002327
2000,9,2.388762789,3.1,76.28571429,-153.7842721,-0.868431571
2000,10,3.543853682,2.771428571,83.71428571,-93.26953525,-1.081585918
2000,11,3.520460802,1.485714286,87.23809524,-74.45119539,-0.76554288
2000,12,2.901421594,3.142857143,81.57142857,-36.79911265,-0.143825871
2000,13,3.186352633,4.728571429,90.66666667,-118.4131401,-0.762595086
2000,14,0.955511445,6.085714286,70.61904762,-30.93349118,-0.714319222
2000,15,1.481604541,6.214285714,67.9047619,-151.709349,-1.003426193
2000,16,2.501435952,12.68571429,65.38095238,-120.6002433,-1.145551783
2000,19,0.587786665,17.41428571,54.9047619,39.2019478,-1.206367041
2000,20,1.902107526,15.85714286,52.52380952,49.63835819,-1.903632083
2000,21,2.890371758,12.81428571,68.42857143,-113.8142319,-1.943741806
2000,22,3.645449896,13.38571429,64.71428571,-129.8816732,-2.114625731
2000,23,3.370738174,17.5,65.61904762,-155.6078361,-1.540426316
2000,24,2.923161581,19.42857143,63.23809524,-130.2056555,-1.139361595
2000,25,2.90690106,19.38571429,55.0952381,-45.34446606,-1.750161372
2000,26,1.386294361,11.8,68.66666667,-73.16105758,-1.821515334
2000,27,3.353406718,18.75714286,64.80952381,-107.4540512,-2.112244723
2000,28,3.453157121,12.3,82.23809524,-100.7373914,-1.725958779
2000,29,2.424802726,12.64285714,80.71428571,-49.90079963,-1.140268539
2000,30,3.862832761,16.87142857,76.38095238,-93.40321397,-2.089718104
2000,31,2.557227311,16.8,71.33333333,-92.15296977,-1.955476914
2000,32,2.681021529,16.97142857,77.28571429,-56.3612753,-1.293046801
2000,34,2.923161581,19.84285714,58.85714286,-57.2331902,-1.375460913
2000,35,0.993251773,15.34285714,66.28571429,171.6954608,-1.497841715
2000,36,2.912350665,11.38571429,82.14285714,-114.8837982,-1.699094174
2000,37,0.470003629,15.62857143,69.80952381,1.718466531,-1.45253151
2000,38,2.975529566,10.3,89.0952381,-77.8591537,-1.359537442
2000,40,2.533696814,13.48571429,83.9047619,160.4086982,-1.240424397
2000,41,3.039749159,9.971428571,87.42857143,-178.0919303,-2.340821457
2000,42,3.440418095,12.01428571,82.71428571,142.7830683,-1.194942314
2000,43,0.832909123,8.228571429,75.85714286,-150.256361,-1.67150533
2000,44,1.131402111,8.3,82.33333333,178.8441556,-2.551978873
2000,45,1.386294361,5.9,82.71428571,-176.8709374,-2.623911205
2000,46,1.30833282,5.157142857,87,169.7071913,-1.94741357
2000,47,1.335001067,3.9,88.19047619,169.0178014,-1.9131245
2000,48,2.186051277,3.257142857,93.76190476,-145.5783243,-1.479984134
2000,49,-0.916290732,1.6,95.9047619,158.9739136,-1.954387436
2000,50,2.517696473,6.742857143,82.0952381,-117.4551669,-1.807099008
2000,52,2.219203484,-3.857142857,91.42857143,174.3781648,-0.709015948
2000,53,1.609437912,-2.55,89.66666667,-83.67784292,-0.783098226
